Index;BirthDate
2898;01/08/1956
2899;14/07/1982
2900;07/02/1991
2901;08/07/1967
2902;06/08/1995
2903;13/10/1975
2904;06/06/1968
2905;10/06/1997
2906;02/09/1968
2907;11/01/1973
2908;09/12/1997
2909;12/05/1960
2910;13/05/1963
2911;07/03/1956
2912;04/10/1960
2913;15/10/1997
2914;06/10/1982
2915;03/05/1970
2916;03/04/1972
2917;02/01/1993
2918;10/12/1985
2919;11/05/1993
2920;08/02/1981
2921;05/06/1982
2922;05/08/1971
2923;11/06/1958
2924;10/05/2003
2925;06/02/1966
2926;03/01/1978
2927;12/07/1969
2928;15/11/1968
2929;13/05/1985
2930;11/09/1973
2931;07/04/1961
2932;12/05/1976
2933;02/02/1967
2934;02/04/1968
2935;10/09/1963
2936;11/07/1961
2937;09/08/1981
2938;12/08/1987
2939;06/11/1957
2940;08/06/1971
2941;13/08/1962
2942;08/03/1994
2943;11/11/1979
2944;04/01/1955
2945;04/05/1994
2946;11/06/1982
2947;12/11/2000
2948;10/04/1974
2949;02/08/1973
2950;03/09/1962
2951;08/10/1994
2952;02/10/1979
2953;02/08/1979
2954;10/11/1973
2955;03/07/1996
2956;15/05/1989
2957;08/01/2001
2958;02/08/1974
2959;15/09/1999
2960;15/08/1983
2961;02/03/1992
2962;14/09/1962
2963;01/12/1966
2964;12/05/1997
2965;11/12/1966
2966;10/12/1969
2967;10/06/1958
2968;07/05/1987
2969;10/09/1981
2970;10/12/1974
2971;05/06/1982
2972;04/11/1975
2973;07/04/1976
2974;10/10/1993
2975;13/04/1998
2976;14/06/1965
2977;15/03/1991
2978;08/12/1964
2979;15/12/1997
2980;14/12/1977
2981;04/11/1970
2982;10/12/1978
2983;12/11/1979
2984;03/08/2005
2985;05/02/1959
2986;15/03/1992
2987;11/04/1992
2988;10/08/1973
2989;06/09/1984
2990;12/12/1994
2991;13/01/1987
2992;12/05/1975
2993;06/03/1978
2994;06/12/1979
2995;07/04/1989
2996;12/11/1974
2997;03/01/1975
2998;14/10/1969
2999;03/02/1969
3000;04/05/1968
3001;04/03/1986
3002;11/05/1992
3003;15/04/1987
3004;15/02/2002
3005;11/05/1974
3006;07/12/1994
3007;03/07/1962
3008;07/05/1984
3009;14/03/2001
3010;09/07/1992
3011;05/02/2002
3012;07/04/1988
3013;09/12/1959
3014;10/02/1960
3015;01/01/1968
3016;10/04/1998
3017;05/05/1988
3018;11/12/1956
3019;03/10/1981
3020;01/09/1993
3021;13/06/1971
3022;12/10/1977
3023;15/04/1984
3024;09/10/1957
3025;06/12/1968
3026;07/05/1960
3027;08/09/1989
3028;03/06/1993
3029;12/07/2001
3030;07/06/1958
3031;13/06/1973
3032;01/03/1964
3033;09/03/1964
3034;12/08/1976
3035;08/02/1962
3036;06/01/1990
3037;03/09/1955
3038;13/04/1967
3039;13/01/1971
3040;14/10/1982
3041;13/04/1994
3042;01/05/1993
3043;08/07/1995
3044;12/10/1987
3045;11/08/1987
3046;06/01/1979
3047;05/08/1965
3048;07/06/1960
3049;03/09/2002
3050;13/08/1969
3051;08/04/1987
3052;07/01/2002
3053;08/05/1967
3054;05/10/1971
3055;08/06/1981
3056;02/05/1986
3057;11/03/1994
3058;11/06/1985
3059;09/07/1973
3060;08/12/1966
3061;13/08/1986
3062;11/06/1987
3063;09/05/1969
3064;03/01/1967
3065;04/05/1966
3066;10/01/1975
3067;08/06/1975
3068;04/12/1964
3069;05/07/1972
3070;14/09/1978
3071;05/03/1956
3072;14/01/1981
3073;15/09/1986
3074;10/03/2002
3075;09/06/1967
3076;03/02/1978
3077;02/03/1961
3078;01/12/1976
3079;08/07/1980
3080;12/12/1975
3081;05/06/1979
3082;02/07/1967
3083;08/12/1992
3084;05/12/1962
3085;06/07/1959
3086;04/09/1985
3087;11/06/1986
3088;07/08/1988
3089;15/11/1986
3090;13/05/2005
3091;06/02/1975
3092;10/05/1996
3093;07/04/1995
3094;10/10/1967
3095;15/12/1978
3096;06/05/1990
3097;07/11/1964
3098;10/08/1995
3099;15/08/1975
3100;10/11/1982
3101;07/01/1977
3102;05/07/1994
3103;05/05/1968
3104;07/07/1979
3105;15/12/1985
3106;15/04/1951
3107;10/12/1998
3108;05/04/1971
3109;12/03/1993
3110;03/11/1992
3111;14/06/1969
3112;01/02/1991
3113;10/09/1962
3114;05/12/1993
3115;02/10/1985
3116;14/11/1982
3117;02/07/1984
3118;13/09/1954
3119;01/02/1994
3120;11/12/1982
3121;01/12/1980
3122;02/01/1980
3123;02/06/1965
3124;09/02/1994
3125;15/03/1968
3126;11/05/1991
3127;05/03/1995
3128;09/05/1964
3129;09/12/1961
3130;02/12/1994
3131;14/09/1954
3132;13/12/1976
3133;11/10/1965
3134;03/05/1986
3135;03/03/1959
3136;10/08/1993
3137;12/12/1985
3138;07/02/1978
3139;04/08/1988
3140;01/04/1990
3141;04/01/1966
3142;01/03/1985
3143;08/09/1969
3144;09/02/1969
3145;01/03/1976
3146;04/04/1981
3147;14/11/1964
3148;03/02/1967
3149;15/06/1990
3150;07/08/1995
3151;12/08/1968
3152;07/06/1977
3153;02/07/1986
3154;15/10/1955
3155;07/12/1965
3156;05/11/1985
3157;11/04/1996
3158;09/12/1996
3159;10/11/1967
3160;10/02/1966
3161;07/04/1979
3162;08/04/1972
3163;03/08/1976
3164;04/02/1980
3165;12/05/1972
3166;14/01/1959
3167;02/01/1983
3168;07/12/1959
3169;11/01/1991
3170;15/10/1981
3171;14/09/1962
3172;01/06/1993
3173;15/02/1979
3174;15/03/1973
3175;04/12/1999
3176;01/10/1967
3177;03/08/1985
3178;07/06/1955
3179;12/11/1970
3180;13/01/1977
3181;04/08/1984
3182;14/03/1985
3183;09/12/1972
3184;01/02/1953
3185;14/06/1993
3186;04/05/1996
3187;08/12/1984
3188;03/06/1964
3189;05/07/1977
3190;05/07/1964
3191;11/08/1968
3192;05/03/1981
3193;13/12/1970
3194;08/07/1998
3195;05/03/1951
3196;03/03/1995
3197;07/04/2003
3198;03/04/1982
3199;14/10/1954
3200;06/10/1988
3201;06/12/1970
3202;05/02/1984
3203;12/08/1973
3204;04/01/1993
3205;11/02/1979
3206;11/12/2003
3207;14/03/1998
3208;15/09/1963
3209;10/09/1964
3210;07/03/1964
3211;15/09/1979
3212;01/06/1998
3213;05/07/1968
3214;05/07/1985
3215;02/07/1969
3216;03/11/1998
3217;05/09/1994
3218;14/01/1975
3219;03/01/1962
3220;13/04/1974
3221;08/06/1999
3222;02/10/2002
3223;05/08/1989
3224;08/03/1998
3225;11/10/1992
3226;06/01/1968
3227;07/07/1966
3228;01/12/1965
3229;13/05/1985
3230;14/06/1962
3231;08/10/1970
3232;13/05/1965
3233;07/04/1968
3234;03/03/1961
3235;07/01/1955
3236;02/10/1979
3237;08/11/1967
3238;04/05/1960
3239;06/01/1980
3240;11/08/1978
3241;04/11/1995
3242;01/12/1977
3243;07/02/1973
3244;11/12/1995
3245;13/01/1963
3246;01/05/1979
3247;09/01/1968
3248;13/01/1986
3249;06/02/1966
3250;13/04/1999
3251;14/02/1991
3252;05/09/1977
3253;13/05/1990
3254;11/11/1983
3255;11/10/1977
3256;01/09/1988
3257;06/11/1985
3258;11/09/1964
3259;09/07/1965
3260;02/11/1986
3261;10/12/1993
3262;09/01/1984
3263;14/07/1984
3264;15/07/1982
3265;11/04/1992
3266;07/10/1961
3267;15/04/1984
3268;05/05/1983
3269;14/10/1963
3270;10/08/1967
3271;05/06/1965
3272;07/05/1989
3273;07/10/1996
3274;11/04/1969
3275;06/04/1978
3276;13/06/1966
3277;13/04/1990
3278;09/07/1977
3279;09/12/1978
3280;04/01/1986
3281;14/12/1955
3282;07/04/2002
3283;02/08/1996
3284;03/07/1966
3285;10/10/2002
3286;05/03/1984
3287;11/03/1984
3288;14/08/1964
3289;11/11/1968
3290;03/02/1975
3291;11/07/1962
3292;14/11/1959
3293;03/10/1992
3294;08/06/1968
3295;07/10/1964
3296;07/01/1959
3297;05/01/1960
3298;15/11/1996
3299;02/03/1983
3300;15/03/1983
3301;06/11/1961
3302;08/06/1960
3303;03/01/1991
3304;12/01/1952
3305;09/10/1988
3306;12/07/1991
3307;12/12/1968
3308;14/08/1967
3309;10/05/1957
3310;01/08/1979
3311;11/01/1963
3312;12/10/1977
3313;14/07/1991
3314;06/01/1960
3315;05/05/1972
3316;02/11/1983
3317;02/02/1973
3318;03/04/1971
3319;04/09/1981
3320;14/11/1959
3321;02/07/1960
3322;14/07/1989
3323;13/02/1959
3324;01/10/1990
3325;01/06/1973
3326;06/04/1981
3327;15/04/2006
3328;06/12/1976
3329;01/07/1958
3330;09/04/1994
3331;03/05/1969
3332;11/04/1953
3333;01/09/1982
3334;05/07/1978
3335;01/07/1987
3336;04/01/1980
3337;14/03/1959
3338;01/02/1994
3339;13/01/1969
3340;01/03/1982
3341;08/04/1990
3342;06/11/1953
3343;09/08/1989
3344;11/02/1955
3345;07/10/1962
3346;11/10/1986
3347;02/09/1963
3348;11/09/1955
3349;10/01/1967
3350;13/07/1964
3351;15/02/1970
3352;08/08/1988
3353;01/10/2000
3354;08/09/1995
3355;12/10/1968
3356;03/03/1953
3357;14/07/1990
3358;02/01/1959
3359;03/06/1973
3360;08/06/1978
3361;14/05/1960
3362;05/04/2000
3363;13/01/2002
3364;05/11/1975
3365;09/06/1964
3366;07/05/1973
3367;01/03/1981
3368;11/02/1993
3369;04/06/1967
3370;14/01/1990
3371;10/11/1979
3372;14/06/1991
3373;02/09/1993
3374;09/08/1970
3375;03/05/1999
3376;05/08/1996
3377;08/10/1989
3378;01/07/1969
3379;07/07/1984
3380;14/02/2001
3381;01/05/1976
3382;03/12/1957
3383;15/08/1974
3384;10/01/1976
3385;06/03/1986
3386;08/06/1993
3387;05/02/1975
3388;12/12/1981
3389;01/11/1950
3390;13/12/1963
3391;12/08/1992
3392;14/12/1979
3393;02/09/1982
3394;04/11/1967
3395;14/07/1967
3396;14/07/1998
3397;15/01/1988
3398;14/12/1986
3399;15/04/2002
3400;04/08/1962
3401;14/08/1972
3402;15/02/1989
3403;08/11/1985
3404;02/11/1965
3405;12/01/1953
3406;02/03/1990
3407;11/12/1976
3408;03/05/1988
3409;01/11/1982
3410;04/04/1991
3411;01/05/1990
3412;09/01/1993
3413;06/09/1977
3414;09/04/1993
3415;03/03/1963
3416;14/02/1984
3417;14/03/1974
3418;12/10/1955
3419;04/08/1998
3420;11/02/1973
3421;12/12/1961
3422;02/11/2002
3423;07/05/1994
3424;15/03/1973
3425;12/03/1990
3426;02/06/1959
3427;14/01/1963
3428;04/12/1987
3429;01/01/1962
3430;13/01/1963
3431;09/10/1985
3432;06/05/1958
3433;03/03/1997
3434;07/09/1997
3435;14/04/1997
3436;14/07/1966
3437;02/07/2002
3438;11/06/1990
3439;03/10/1989
3440;12/11/1981
3441;07/06/1967
3442;11/06/1968
3443;12/03/1978
3444;04/02/1979
3445;15/07/1988
3446;03/11/1978
3447;02/02/1964
3448;06/06/1981
3449;05/12/1964
3450;08/03/1969
3451;04/09/1976
3452;12/11/1979
3453;14/08/1965
3454;11/08/1972
3455;04/01/1965
3456;08/05/1960
3457;15/10/1989
3458;12/10/1964
3459;08/12/1973
3460;10/10/1971
3461;02/05/1957
3462;08/01/2000
3463;11/01/1996
3464;06/06/1955
3465;09/09/1967
3466;13/09/1993
3467;05/06/1974
3468;04/07/1955
3469;08/05/1994
3470;13/09/1985
3471;07/03/1966
3472;09/01/1962
3473;03/11/1975
3474;13/02/1969
3475;09/04/1980
3476;02/09/2001
3477;09/09/2001
3478;02/08/1953
3479;08/01/1980
3480;07/07/1963
3481;04/07/1989
3482;15/11/1976
3483;02/08/1963
3484;12/03/1970
3485;12/10/1997
3486;06/05/1973
3487;15/12/1988
3488;02/07/1962
3489;14/04/1970
3490;14/11/1965
3491;02/05/1960
3492;07/04/1959
3493;08/12/1988
3494;12/10/1968
3495;02/08/1962
3496;15/04/1977
3497;04/12/1995
3498;06/08/1950
3499;02/02/1984
3500;08/06/1984
3501;11/05/1976
3502;01/07/1972
3503;11/02/1963
3504;08/01/1985
3505;14/06/1976
3506;01/02/1986
3507;06/08/1959
3508;11/10/1965
3509;07/02/1980
3510;06/03/1965
3511;06/08/1992
3512;12/08/1965
3513;11/08/1991
3514;03/12/1957
3515;06/08/1971
3516;15/08/1983
3517;01/01/1987
3518;10/10/1970
3519;12/10/1986
3520;06/04/1998
3521;03/09/1966
3522;15/11/1961
3523;11/12/1966
3524;04/01/1990
3525;13/08/1973
3526;01/05/1982
3527;11/07/1987
3528;14/12/1976
3529;05/07/1970
3530;06/12/1982
3531;05/12/1979
3532;05/01/1967
3533;04/09/1960
3534;13/02/1967
3535;04/12/1998
3536;12/08/1972
3537;12/11/1969
3538;11/01/1990
3539;08/12/1959
3540;03/03/1973
3541;06/05/2000
3542;15/01/1954
3543;13/02/1966
3544;04/06/1988
3545;13/04/1994
3546;10/12/2001
3547;01/06/1984
3548;11/08/1960
3549;05/03/1968
3550;09/09/1994
3551;07/01/1973
3552;12/01/1979
3553;09/02/1981
3554;05/12/1966
3555;07/06/1980
3556;12/09/1970
3557;11/08/1998
3558;12/06/1977
3559;15/02/1967
3560;07/05/1985
3561;03/03/1976
3562;10/06/1976
3563;06/04/1989
3564;12/03/1966
3565;13/09/1977
3566;11/11/1954
3567;11/09/1970
3568;09/04/1959
3569;11/08/1967
3570;01/08/1961
3571;06/11/1959
3572;02/03/1972
3573;07/07/1971
3574;15/11/1996
3575;01/12/1978
3576;08/03/1987
3577;05/10/1985
3578;15/06/1998
3579;06/05/1974
3580;08/02/1961
3581;03/05/1969
3582;02/09/1971
3583;04/07/1969
3584;10/07/1957
3585;05/07/1994
3586;15/10/1988
3587;15/01/1975
3588;12/05/1955
3589;10/06/1972
3590;13/02/1966
3591;10/11/1964
3592;04/06/1986
3593;10/09/1982
3594;04/03/1976
3595;03/05/1985
3596;15/10/1966
3597;14/05/1979
3598;01/12/1984
3599;08/04/1958
3600;01/04/2005
3601;01/04/1982
3602;05/10/1954
3603;11/05/1976
3604;09/07/1999
3605;02/11/1960
3606;10/12/1966
3607;11/03/1960
3608;08/04/1979
3609;15/04/1963
3610;10/12/1957
3611;11/09/1966
3612;10/06/1970
3613;01/02/1971
3614;12/03/1977
3615;09/11/1960
3616;15/03/1974
3617;11/07/1975
3618;06/09/1984
3619;08/11/1961
3620;08/09/1992
3621;10/04/1959
3622;13/04/1983
3623;07/10/1965
3624;02/02/1969
3625;08/08/1981
3626;11/04/1984
3627;08/12/1990
3628;03/07/1982
3629;15/12/1995
3630;10/04/1975
3631;09/11/1973
3632;13/07/1998
3633;14/02/1993
3634;13/06/1981
3635;02/07/1980
3636;12/12/1982
3637;09/10/1965
3638;06/03/1974
3639;09/06/1990
3640;02/02/1988
3641;06/05/1972
3642;04/07/1975
3643;09/05/1987
3644;06/09/1978
3645;14/07/1996
3646;09/11/1963
3647;02/02/1979
3648;08/02/1959
3649;13/04/1974
3650;05/12/1951
3651;07/06/1954
3652;07/06/1969
3653;08/01/1980
3654;07/11/1990
3655;11/10/1976
3656;08/08/1989
3657;15/06/1989
3658;02/04/1999
3659;15/06/1987
3660;09/02/2001
3661;13/05/1972
3662;08/02/1977
3663;05/08/1964
3664;05/11/1994
3665;03/08/1992
3666;13/01/1994
3667;07/07/1964
3668;05/04/1966
3669;05/07/1975
3670;02/09/1970
3671;06/12/1975
3672;07/07/1965
3673;15/04/1980
3674;10/05/1958
3675;13/09/1970
3676;09/02/1985
3677;12/01/1952
3678;10/06/1964
3679;14/10/1994
3680;07/03/1979
3681;06/04/1988
3682;09/04/1970
3683;13/06/1986
3684;09/11/1993
3685;04/05/1968
3686;10/10/1977
3687;01/02/1970
3688;01/04/1997
3689;03/04/1978
3690;07/05/1963
3691;11/01/1984
3692;08/02/1959
3693;04/12/1958
3694;13/02/1998
3695;05/11/1970
3696;03/12/1980
3697;15/08/1966
3698;08/12/1953
3699;01/04/1976
3700;11/06/1959
3701;10/07/1960
3702;06/05/1997
3703;12/02/1989
3704;14/03/1982
3705;09/03/1966
3706;08/02/2006
3707;04/11/1994
3708;04/04/1998
3709;02/10/1986
3710;10/08/2000
3711;10/11/1958
3712;11/11/1978
3713;05/04/1983
3714;14/12/1998
3715;06/12/1964
3716;07/12/1955
3717;07/07/1956
3718;14/08/1962
3719;06/01/1977
3720;15/04/1965
3721;08/01/1984
3722;07/08/1969
3723;08/01/1983
3724;06/04/1993
3725;06/01/1957
3726;05/07/1966
3727;13/07/1986
3728;11/07/1963
3729;04/11/1962
3730;14/06/1967
3731;03/05/1984
3732;01/10/1985
3733;10/12/1977
3734;12/07/1993
3735;02/05/1966
3736;11/01/1970
3737;12/09/1989
3738;12/03/2003
3739;15/10/1994
3740;10/10/1978
3741;01/01/1970
3742;02/09/1983
3743;11/05/1997
3744;11/10/1989
3745;03/10/1983
3746;13/05/1966
3747;03/02/1993
3748;14/03/1964
3749;15/07/1965
3750;12/10/1999
3751;03/05/1964
3752;07/12/1961
3753;05/03/1976
3754;15/05/1965
3755;06/04/1968
3756;06/05/1976
3757;02/01/1980
3758;11/05/1982
3759;02/04/1982
3760;05/08/1961
3761;15/02/1976
3762;12/09/1998
3763;06/11/1983
3764;11/01/1970
3765;07/02/1977
3766;07/06/1952
3767;15/05/1975
3768;09/05/1970
3769;08/12/2000
3770;06/11/1966
3771;12/03/1978
3772;04/02/1984
3773;05/04/1985
3774;04/02/1993
3775;02/02/1972
3776;01/08/1982
3777;10/01/2002
3778;10/05/1988
3779;06/03/1973
3780;06/01/1988
3781;12/05/1979
3782;15/01/1999
3783;07/01/1965
3784;09/11/1985
3785;11/04/1980
3786;14/08/1971
3787;11/10/1970
3788;11/11/1997
3789;03/12/1962
3790;04/12/1987
3791;09/02/1980
3792;10/07/1999
3793;04/05/1970
3794;05/03/1969
3795;04/09/1998
3796;05/05/1963
3797;02/08/1968
3798;03/01/1965
3799;03/01/1990
3800;02/08/1983
3801;12/01/1981
3802;10/01/1978
3803;11/03/1969
3804;06/06/1977
3805;15/01/1964
3806;04/08/1985
3807;14/11/1972
3808;12/11/1977
3809;15/01/1990
3810;09/01/1973
3811;12/05/1994
3812;14/10/1994
3813;07/05/1985
3814;01/03/1995
3815;05/03/1957
3816;07/04/1976
3817;05/05/1976
3818;14/01/1956
3819;07/08/1981
3820;03/09/1965
3821;03/09/1971
3822;06/06/1987
3823;08/11/1973
3824;01/03/1954
3825;01/04/1991
3826;07/05/1966
3827;02/02/1968
3828;08/04/1990
3829;12/11/1976
3830;06/11/1969
3831;03/02/1970
3832;09/09/2002
3833;02/08/1964
3834;10/09/1979
3835;01/01/1973
3836;01/07/1991
3837;02/12/1982
3838;12/12/1994
3839;06/09/1965
3840;09/01/1962
3841;05/12/1974
3842;02/04/1960
3843;02/04/1991
3844;14/01/1972
3845;01/06/1973
3846;04/11/2003
3847;14/06/1993
3848;13/04/1976
3849;10/08/2001
3850;14/10/1963
3851;05/05/1974
3852;15/08/1997
3853;08/12/1987
3854;13/03/1969
3855;08/09/1975
3856;06/02/1989
3857;14/03/1979
3858;11/12/1963
3859;06/07/1996
3860;09/01/1996
3861;05/05/1963
3862;01/09/1964
3863;05/10/1992
3864;08/07/1967
3865;07/12/1968
3866;10/07/1965
3867;09/07/1983
3868;14/03/1968
3869;08/05/1959
3870;04/10/1986
3871;06/05/1977
3872;07/05/1979
3873;15/04/1980
3874;02/06/1995
3875;15/05/1968
3876;12/09/1960
3877;10/04/1996
3878;11/05/1983
3879;06/05/1952
3880;06/06/1965
3881;03/06/1961
3882;10/07/1988
3883;06/04/1974
3884;14/07/1970
3885;15/06/1994
3886;02/06/1992
3887;10/03/1969
3888;09/10/1974
3889;06/12/1998
3890;12/02/1978
3891;06/03/1981
3892;10/01/1996
3893;06/12/1954
3894;01/02/1965
3895;04/10/1954
3896;02/02/1974
3897;13/02/1977
3898;15/12/1967
3899;05/11/1989
3900;11/09/2000
3901;03/06/1989
3902;04/06/1956
3903;01/05/1998
3904;15/02/1954
3905;09/02/1974
3906;13/07/1986
3907;02/05/1974
3908;04/06/2000
3909;12/09/2002
3910;08/03/1969
3911;10/08/1994
3912;13/08/1977
3913;14/09/1968
3914;05/09/1983
3915;09/03/2002
3916;13/05/1978
3917;02/06/1963
3918;15/10/1973
3919;03/08/1984
3920;08/10/1997
3921;05/02/1956
3922;02/02/1973
3923;01/07/1996
3924;14/03/1952
3925;04/07/1978
3926;12/10/1979
3927;03/11/2001
3928;02/03/1966
3929;09/10/1988
3930;03/10/1978
3931;15/01/1989
3932;10/01/1981
3933;06/04/1980
3934;13/01/1995
3935;13/02/1980
3936;13/03/1983
3937;05/01/1996
3938;03/03/1960
3939;11/12/1953
3940;12/12/2001
3941;05/08/1962
3942;08/06/1980
3943;12/04/1960
3944;14/01/1977
3945;02/09/2004
3946;13/02/1996
3947;11/10/1985
3948;13/12/1970
3949;05/07/1998
3950;03/04/1970
3951;07/03/1970
3952;12/06/1981
3953;09/10/1958
3954;01/08/1957
3955;15/01/1972
3956;07/11/1997
3957;06/10/2001
3958;13/07/1967
3959;04/11/1968
3960;01/01/1979
3961;03/11/1960
3962;06/02/1989
3963;04/07/1953
3964;07/01/1965
3965;12/09/1996
3966;14/02/1994
3967;04/12/1964
3968;10/04/1969
3969;02/09/1967
3970;06/01/1960
3971;10/06/1966
3972;15/02/1996
3973;10/08/1962
3974;14/02/1957
3975;14/04/1961
3976;01/12/1981
3977;01/12/1957
3978;07/09/1993
3979;07/12/1977
3980;09/04/1986
3981;04/02/1977
3982;08/03/1965
3983;05/04/1971
3984;11/03/1988
3985;11/03/1989
3986;06/06/1979
3987;13/01/1975
3988;02/05/1998
3989;04/05/1993
3990;05/05/2001
3991;11/02/1969
3992;05/08/1988
3993;15/06/1981
3994;08/03/1998
3995;13/04/1960
3996;01/01/1962
3997;13/11/1969
3998;04/09/1955
3999;15/09/1988
4000;05/11/1996
4001;09/06/1979
4002;15/04/1990
4003;15/07/1973
4004;08/11/2000
4005;08/11/1963
4006;05/10/1984
4007;01/09/1992
4008;07/01/1998
4009;09/10/1967
4010;06/01/1975
4011;11/05/1995
4012;01/02/1961
4013;13/10/1965
4014;13/12/1965
4015;12/10/1963
4016;15/07/1994
4017;10/05/1966
4018;06/05/2000
4019;10/07/1973
4020;03/01/1979
4021;11/03/1969
4022;04/10/2003
4023;10/05/2002
4024;06/02/1986
4025;15/05/1969
4026;10/01/1966
4027;09/12/1978
4028;10/04/1982
4029;14/01/1963
4030;15/05/1971
4031;05/06/1998
4032;08/05/1970
4033;11/05/1967
4034;06/10/1993
4035;08/04/1988
4036;15/04/1973
4037;11/04/1956
4038;06/05/1996
4039;13/01/1997
4040;12/12/1964
4041;05/04/1982
4042;02/03/1956
4043;14/06/1992
4044;12/11/1972
4045;08/08/1955
4046;11/09/1984
4047;06/03/1989
4048;04/01/1975
4049;10/05/1989
4050;06/12/1954
4051;02/01/1998
4052;04/06/1980
4053;04/12/1998
4054;05/02/1960
4055;03/03/1956
4056;03/05/1964
4057;13/07/1998
4058;05/12/1985
4059;04/05/1993
4060;04/04/1970
4061;08/02/1956
4062;06/05/1977
4063;14/07/1981
4064;07/02/1975
4065;10/03/2000
4066;05/02/1999
4067;02/04/1994
4068;08/03/2000
4069;10/10/1959
4070;04/02/1981
4071;13/09/1983
4072;13/04/1986
4073;12/05/1988
4074;08/06/1966
4075;14/10/1971
4076;15/12/1966
4077;08/12/1957
4078;05/12/1988
4079;08/11/1966
4080;13/06/1976
4081;01/04/1951
4082;01/07/1990
4083;11/05/1951
4084;01/07/1964
4085;02/09/1979
4086;14/11/1979
4087;15/07/1963
4088;14/02/1975
4089;06/10/1960
4090;07/04/1974
4091;03/06/1961
4092;09/02/1985
4093;10/06/1990
4094;03/03/1984
4095;14/09/1983
4096;05/01/1967
4097;05/08/1957
4098;10/04/1995
4099;03/01/1979
4100;10/11/1973
4101;04/02/1999
4102;07/03/1974
4103;01/02/1959
4104;12/11/1991
4105;06/06/1963
4106;05/01/1962
4107;04/06/1986
4108;05/09/1993
4109;15/09/1967
4110;12/07/1961
4111;14/12/1986
4112;15/06/1957
4113;01/12/1969
4114;13/01/1968
4115;09/05/1999
4116;15/01/1956
4117;06/04/1953
4118;08/08/1989
4119;14/11/1993
4120;08/05/1982
4121;07/04/1982
4122;09/12/1997
4123;02/03/1960
4124;11/02/1986
4125;12/11/1989
4126;01/03/1967
4127;05/03/1976
4128;08/10/1962
4129;02/01/1976
4130;03/11/1971
4131;03/01/1972
4132;04/04/1969
